discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text
disc_lead_00316,essay_01015,Exploring Venus,Adequate,2,4.0,10,No,No,White,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00317,essay_01016,Car-free cities,Adequate,2,2.0,10,No,No,Asian,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00318,essay_01017,Driverless cars,Adequate,2,5.0,9,No,No,Asian,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00319,essay_01018,Facial Action Coding System,Adequate,2,3.0,12,No,Yes,Hispanic/Latino,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00320,essay_01019,Seeking the Author,Adequate,2,3.0,12,No,No,Asian,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00321,essay_01020,Exploring Venus,Adequate,2,4.0,11,No,No,Hispanic/Latino,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00322,essay_01021,Car-free cities,Ineffective,1,4.0,12,No,No,Black/African American,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00323,essay_01022,Driverless cars,Ineffective,1,2.0,10,No,No,Hispanic/Latino,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00324,essay_01023,Facial Action Coding System,Ineffective,1,2.0,8,No,No,White,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00325,essay_01024,Seeking the Author,Effective,3,3.0,10,No,No,White,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00326,essay_01025,Exploring Venus,Effective,3,5.0,8,No,No,White,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00327,essay_01026,Car-free cities,Effective,3,4.0,9,No,No,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00328,essay_01027,Driverless cars,Adequate,2,3.0,10,No,No,White,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00329,essay_01028,Facial Action Coding System,Adequate,2,5.0,9,No,No,Hispanic/Latino,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00330,essay_01029,Seeking the Author,Adequate,2,4.0,9,No,No,White,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00331,essay_01030,Exploring Venus,Adequate,2,3.0,12,No,No,Asian,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00332,essay_01031,Car-free cities,Adequate,2,3.0,11,No,No,Asian,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00333,essay_01032,Driverless cars,Adequate,2,3.0,11,Yes,No,Hispanic/Latino,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00334,essay_01033,Facial Action Coding System,Ineffective,1,3.0,11,Yes,No,Hispanic/Latino,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00335,essay_01034,Seeking the Author,Ineffective,1,5.0,8,No,Yes,Hispanic/Latino,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00336,essay_01035,Exploring Venus,Ineffective,1,3.0,9,Yes,No,Asian,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00337,essay_01036,Car-free cities,Effective,3,4.0,9,No,No,White,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00338,essay_01037,Driverless cars,Effective,3,2.0,12,No,No,White,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00339,essay_01038,Facial Action Coding System,Effective,3,2.0,8,No,No,Black/African American,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00340,essay_01039,Seeking the Author,Adequate,2,2.0,12,No,No,Black/African American,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00341,essay_01040,Exploring Venus,Adequate,2,3.0,10,No,No,Black/African American,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00342,essay_01041,Car-free cities,Adequate,2,4.0,9,No,No,Asian,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00343,essay_01042,Driverless cars,Adequate,2,4.0,8,Yes,No,Black/African American,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00344,essay_01043,Facial Action Coding System,Adequate,2,4.0,8,No,No,Hispanic/Latino,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00345,essay_01044,Seeking the Author,Adequate,2,3.0,11,No,Yes,Hispanic/Latino,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00346,essay_01045,Exploring Venus,Ineffective,1,5.0,11,No,No,White,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00347,essay_01046,Car-free cities,Ineffective,1,3.0,8,No,No,Hispanic/Latino,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00348,essay_01047,Driverless cars,Ineffective,1,5.0,11,No,No,Hispanic/Latino,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00349,essay_01048,Facial Action Coding System,Effective,3,5.0,9,No,No,White,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00350,essay_01049,Seeking the Author,Effective,3,4.0,12,No,No,Asian,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00351,essay_01050,Exploring Venus,Effective,3,4.0,11,No,No,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00352,essay_01051,Car-free cities,Adequate,2,5.0,12,No,No,White,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00353,essay_01052,Driverless cars,Adequate,2,4.0,10,No,No,Hispanic/Latino,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00354,essay_01053,Facial Action Coding System,Adequate,2,4.0,10,No,No,White,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00355,essay_01054,Seeking the Author,Adequate,2,4.0,8,No,No,Hispanic/Latino,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00356,essay_01055,Exploring Venus,Adequate,2,4.0,11,No,Yes,Asian,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00357,essay_01056,Car-free cities,Adequate,2,4.0,9,No,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00358,essay_01057,Driverless cars,Ineffective,1,4.0,9,No,No,Asian,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00359,essay_01058,Facial Action Coding System,Ineffective,1,4.0,9,No,No,Hispanic/Latino,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00360,essay_01059,Seeking the Author,Ineffective,1,4.0,11,No,No,Black/African American,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00361,essay_01060,Exploring Venus,Effective,3,4.0,9,No,No,Asian,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00362,essay_01061,Car-free cities,Effective,3,3.0,9,No,No,Asian,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00363,essay_01062,Driverless cars,Effective,3,2.0,11,No,No,White,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00364,essay_01063,Facial Action Coding System,Adequate,2,3.0,10,No,No,Black/African American,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00365,essay_01064,Seeking the Author,Adequate,2,2.0,9,No,No,Asian,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00366,essay_01065,Exploring Venus,Adequate,2,3.0,10,No,No,Hispanic/Latino,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00367,essay_01066,Car-free cities,Adequate,2,3.0,11,No,No,Asian,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00368,essay_01067,Driverless cars,Adequate,2,4.0,8,No,No,Black/African American,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00369,essay_01068,Facial Action Coding System,Adequate,2,4.0,8,Yes,No,White,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00370,essay_01069,Seeking the Author,Ineffective,1,3.0,10,No,Yes,Asian,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00371,essay_01070,Exploring Venus,Ineffective,1,4.0,12,No,No,Hispanic/Latino,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00372,essay_01071,Car-free cities,Ineffective,1,4.0,12,No,Yes,Black/African American,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00373,essay_01072,Driverless cars,Effective,3,3.0,9,Yes,No,White,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00374,essay_01073,Facial Action Coding System,Effective,3,3.0,12,No,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00375,essay_01074,Seeking the Author,Effective,3,3.0,8,No,No,White,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00376,essay_01075,Exploring Venus,Adequate,2,4.0,11,No,Yes,White,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00377,essay_01076,Car-free cities,Adequate,2,2.0,11,No,No,Black/African American,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00378,essay_01077,Driverless cars,Adequate,2,5.0,9,No,No,Hispanic/Latino,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00379,essay_01078,Facial Action Coding System,Adequate,2,3.0,8,No,No,Asian,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00380,essay_01079,Seeking the Author,Adequate,2,4.0,12,No,No,Black/African American,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00381,essay_01080,Exploring Venus,Adequate,2,3.0,10,Yes,No,Black/African American,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00382,essay_01081,Car-free cities,Ineffective,1,4.0,8,No,Yes,White,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00383,essay_01082,Driverless cars,Ineffective,1,3.0,8,No,Yes,Asian,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00384,essay_01083,Facial Action Coding System,Ineffective,1,3.0,8,No,No,Hispanic/Latino,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00385,essay_01084,Seeking the Author,Effective,3,4.0,8,No,No,Hispanic/Latino,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00386,essay_01085,Exploring Venus,Effective,3,4.0,8,No,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00387,essay_01086,Car-free cities,Effective,3,3.0,12,Yes,No,Hispanic/Latino,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00388,essay_01087,Driverless cars,Adequate,2,4.0,10,No,No,Asian,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00389,essay_01088,Facial Action Coding System,Adequate,2,3.0,10,No,No,Black/African American,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00390,essay_01089,Seeking the Author,Adequate,2,3.0,12,No,No,Hispanic/Latino,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00391,essay_01090,Exploring Venus,Adequate,2,2.0,12,No,No,Hispanic/Latino,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00392,essay_01091,Car-free cities,Adequate,2,3.0,9,No,No,Hispanic/Latino,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00393,essay_01092,Driverless cars,Adequate,2,3.0,11,No,No,Hispanic/Latino,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00394,essay_01093,Facial Action Coding System,Ineffective,1,3.0,10,No,No,Black/African American,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00395,essay_01094,Seeking the Author,Ineffective,1,3.0,11,No,No,White,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00396,essay_01095,Exploring Venus,Ineffective,1,4.0,9,No,No,Asian,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00397,essay_01096,Car-free cities,Effective,3,4.0,12,Yes,No,Asian,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00398,essay_01097,Driverless cars,Effective,3,4.0,12,No,No,White,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00399,essay_01098,Facial Action Coding System,Effective,3,4.0,10,Yes,No,Hispanic/Latino,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00400,essay_01099,Seeking the Author,Adequate,2,5.0,12,Yes,No,White,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00401,essay_01100,Exploring Venus,Adequate,2,5.0,9,No,No,Black/African American,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00402,essay_01101,Car-free cities,Adequate,2,2.0,11,No,No,Hispanic/Latino,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00403,essay_01102,Driverless cars,Adequate,2,5.0,11,Yes,No,Hispanic/Latino,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00404,essay_01103,Facial Action Coding System,Adequate,2,4.0,8,No,No,Asian,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00405,essay_01104,Seeking the Author,Adequate,2,3.0,10,Yes,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00406,essay_01105,Exploring Venus,Ineffective,1,4.0,8,No,No,White,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00407,essay_01106,Car-free cities,Ineffective,1,3.0,10,No,No,Hispanic/Latino,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00408,essay_01107,Driverless cars,Ineffective,1,4.0,10,No,No,Asian,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00409,essay_01108,Facial Action Coding System,Effective,3,3.0,11,No,No,Asian,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00410,essay_01109,Seeking the Author,Effective,3,4.0,10,No,No,Hispanic/Latino,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00411,essay_01110,Exploring Venus,Effective,3,2.0,8,No,No,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00412,essay_01111,Car-free cities,Adequate,2,3.0,8,No,No,Hispanic/Latino,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00413,essay_01112,Driverless cars,Adequate,2,4.0,10,No,No,Asian,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00414,essay_01113,Facial Action Coding System,Adequate,2,3.0,12,No,No,Hispanic/Latino,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00415,essay_01114,Seeking the Author,Adequate,2,3.0,8,No,No,Hispanic/Latino,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00416,essay_01115,Exploring Venus,Adequate,2,3.0,8,No,Yes,Hispanic/Latino,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00417,essay_01116,Car-free cities,Adequate,2,4.0,12,Yes,No,Black/African American,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00418,essay_01117,Driverless cars,Ineffective,1,4.0,10,Yes,No,Hispanic/Latino,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00419,essay_01118,Facial Action Coding System,Ineffective,1,2.0,8,No,No,Asian,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00420,essay_01119,Seeking the Author,Ineffective,1,4.0,12,No,No,Hispanic/Latino,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00421,essay_01120,Exploring Venus,Effective,3,2.0,11,Yes,No,Hispanic/Latino,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00422,essay_01121,Car-free cities,Effective,3,5.0,12,No,No,Asian,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00423,essay_01122,Driverless cars,Effective,3,5.0,9,No,No,Asian,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00424,essay_01123,Facial Action Coding System,Adequate,2,4.0,8,No,No,White,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00425,essay_01124,Seeking the Author,Adequate,2,4.0,8,No,No,Asian,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00426,essay_01125,Exploring Venus,Adequate,2,3.0,8,No,No,Hispanic/Latino,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00427,essay_01126,Car-free cities,Adequate,2,4.0,11,No,No,Black/African American,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00428,essay_01127,Driverless cars,Adequate,2,3.0,11,No,No,Hispanic/Latino,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00429,essay_01128,Facial Action Coding System,Adequate,2,3.0,8,No,No,Hispanic/Latino,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00430,essay_01129,Seeking the Author,Ineffective,1,2.0,12,No,No,Asian,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00431,essay_01130,Exploring Venus,Ineffective,1,3.0,8,No,No,Asian,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00432,essay_01131,Car-free cities,Ineffective,1,3.0,11,No,No,Hispanic/Latino,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00433,essay_01132,Driverless cars,Effective,3,2.0,10,No,No,Black/African American,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00434,essay_01133,Facial Action Coding System,Effective,3,4.0,9,No,Yes,White,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00435,essay_01134,Seeking the Author,Effective,3,3.0,8,No,No,Black/African American,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00436,essay_01135,Exploring Venus,Adequate,2,2.0,10,No,No,Black/African American,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00437,essay_01136,Car-free cities,Adequate,2,3.0,11,No,No,White,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00438,essay_01137,Driverless cars,Adequate,2,4.0,8,No,Yes,Hispanic/Latino,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00439,essay_01138,Facial Action Coding System,Adequate,2,4.0,12,No,No,Asian,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00440,essay_01139,Seeking the Author,Adequate,2,3.0,8,No,No,Black/African American,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00441,essay_01140,Exploring Venus,Adequate,2,4.0,8,No,No,Black/African American,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00442,essay_01141,Car-free cities,Ineffective,1,3.0,12,No,No,Black/African American,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00443,essay_01142,Driverless cars,Ineffective,1,4.0,10,Yes,No,Asian,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00444,essay_01143,Facial Action Coding System,Ineffective,1,4.0,12,Yes,No,Asian,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00445,essay_01144,Seeking the Author,Effective,3,4.0,8,No,No,White,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00446,essay_01145,Exploring Venus,Effective,3,3.0,12,No,No,Black/African American,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00447,essay_01146,Car-free cities,Effective,3,4.0,11,No,No,Asian,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00448,essay_01147,Driverless cars,Adequate,2,3.0,12,Yes,No,Asian,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00449,essay_01148,Facial Action Coding System,Adequate,2,4.0,11,No,No,Black/African American,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00450,essay_01149,Seeking the Author,Adequate,2,4.0,9,No,No,Asian,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00451,essay_01150,Exploring Venus,Adequate,2,3.0,11,No,No,Asian,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00452,essay_01151,Car-free cities,Adequate,2,5.0,10,No,No,Asian,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00453,essay_01152,Driverless cars,Adequate,2,3.0,10,No,No,Hispanic/Latino,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00454,essay_01153,Facial Action Coding System,Ineffective,1,4.0,11,No,No,Black/African American,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00455,essay_01154,Seeking the Author,Ineffective,1,3.0,12,No,Yes,Black/African American,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00456,essay_01155,Exploring Venus,Ineffective,1,3.0,10,No,Yes,Black/African American,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00457,essay_01156,Car-free cities,Effective,3,2.0,10,No,No,Hispanic/Latino,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00458,essay_01157,Driverless cars,Effective,3,3.0,9,No,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00459,essay_01158,Facial Action Coding System,Effective,3,4.0,8,No,No,Hispanic/Latino,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00460,essay_01159,Seeking the Author,Adequate,2,3.0,11,Yes,No,White,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00461,essay_01160,Exploring Venus,Adequate,2,4.0,10,No,No,Hispanic/Latino,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00462,essay_01161,Car-free cities,Adequate,2,3.0,8,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00463,essay_01162,Driverless cars,Adequate,2,4.0,10,No,No,White,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00464,essay_01163,Facial Action Coding System,Adequate,2,4.0,10,No,No,Black/African American,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00465,essay_01164,Seeking the Author,Adequate,2,4.0,8,No,No,Black/African American,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00466,essay_01165,Exploring Venus,Ineffective,1,2.0,8,No,Yes,Black/African American,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00467,essay_01166,Car-free cities,Ineffective,1,5.0,10,No,No,Hispanic/Latino,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00468,essay_01167,Driverless cars,Ineffective,1,4.0,11,No,No,White,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00469,essay_01168,Facial Action Coding System,Effective,3,5.0,8,Yes,No,Asian,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00470,essay_01169,Seeking the Author,Effective,3,4.0,9,No,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00471,essay_01170,Exploring Venus,Effective,3,3.0,10,Yes,No,White,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00472,essay_01171,Car-free cities,Adequate,2,5.0,9,No,No,Black/African American,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00473,essay_01172,Driverless cars,Adequate,2,5.0,8,No,No,White,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00474,essay_01173,Facial Action Coding System,Adequate,2,4.0,10,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00475,essay_01174,Seeking the Author,Adequate,2,4.0,9,No,No,Black/African American,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00476,essay_01175,Exploring Venus,Adequate,2,4.0,12,No,No,Asian,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00477,essay_01176,Car-free cities,Adequate,2,4.0,10,Yes,No,White,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
